2,5,0,749d8459047a7c024738d643524b889a
11,20,0,0cdd2260af00904baedc94baa0050fd6
2,19,1,f933c71f15dfb64842fd9832e3734ad4
4,11,1,f933c71f15dfb64842fd9832e3734ad4
9,20,0,0cdd2260af00904baedc94baa0050fd6
10,16,1,0cdd2260af00904baedc94baa0050fd6
0,8,0,0cdd2260af00904baedc94baa0050fd6
5,6,1,0cdd2260af00904baedc94baa0050fd6
7,8,0,0cdd2260af00904baedc94baa0050fd6
0,20,0,0cdd2260af00904baedc94baa0050fd6
8,14,1,0cdd2260af00904baedc94baa0050fd6
4,16,1,0cdd2260af00904baedc94baa0050fd6
1,11,0,0cdd2260af00904baedc94baa0050fd6
4,20,0,0cdd2260af00904baedc94baa0050fd6
1,12,0,0cdd2260af00904baedc94baa0050fd6
1,5,0,0cdd2260af00904baedc94baa0050fd6
2,9,1,0cdd2260af00904baedc94baa0050fd6
8,16,1,0cdd2260af00904baedc94baa0050fd6
18,20,0,0cdd2260af00904baedc94baa0050fd6
1,13,0,0cdd2260af00904baedc94baa0050fd6
8,18,1,0cdd2260af00904baedc94baa0050fd6
12,20,0,0cdd2260af00904baedc94baa0050fd6
9,19,0,0cdd2260af00904baedc94baa0050fd6
9,18,0,0cdd2260af00904baedc94baa0050fd6
2,14,0,0cdd2260af00904baedc94baa0050fd6
10,15,0,0cdd2260af00904baedc94baa0050fd6
7,20,0,0cdd2260af00904baedc94baa0050fd6
1,17,1,0cdd2260af00904baedc94baa0050fd6
2,5,0,f933c71f15dfb64842fd9832e3734ad4
12,14,0,66c5efe2df6c573bdca5a3da6061a40e
1,19,0,66c5efe2df6c573bdca5a3da6061a40e
8,11,0,66c5efe2df6c573bdca5a3da6061a40e
7,18,1,66c5efe2df6c573bdca5a3da6061a40e
0,7,0,66c5efe2df6c573bdca5a3da6061a40e
1,14,0,66c5efe2df6c573bdca5a3da6061a40e
4,7,0,66c5efe2df6c573bdca5a3da6061a40e
14,18,1,66c5efe2df6c573bdca5a3da6061a40e
2,11,0,66c5efe2df6c573bdca5a3da6061a40e
13,20,1,66c5efe2df6c573bdca5a3da6061a40e
3,15,0,66c5efe2df6c573bdca5a3da6061a40e
5,18,0,66c5efe2df6c573bdca5a3da6061a40e
9,10,0,66c5efe2df6c573bdca5a3da6061a40e
13,19,1,66c5efe2df6c573bdca5a3da6061a40e
3,9,0,30b7051a71c04de302ca70134f9b3b92
10,20,1,30b7051a71c04de302ca70134f9b3b92
7,14,1,30b7051a71c04de302ca70134f9b3b92
9,20,1,30b7051a71c04de302ca70134f9b3b92
7,13,1,30b7051a71c04de302ca70134f9b3b92
7,13,1,30b7051a71c04de302ca70134f9b3b92
2,11,0,30b7051a71c04de302ca70134f9b3b92
5,17,0,30b7051a71c04de302ca70134f9b3b92
2,16,1,30b7051a71c04de302ca70134f9b3b92
3,4,1,30b7051a71c04de302ca70134f9b3b92
2,12,0,30b7051a71c04de302ca70134f9b3b92
13,17,1,30b7051a71c04de302ca70134f9b3b92
3,6,0,30b7051a71c04de302ca70134f9b3b92
3,18,0,30b7051a71c04de302ca70134f9b3b92
6,20,1,30b7051a71c04de302ca70134f9b3b92
4,16,0,30b7051a71c04de302ca70134f9b3b92
0,8,1,30b7051a71c04de302ca70134f9b3b92
3,17,0,30b7051a71c04de302ca70134f9b3b92
4,6,0,30b7051a71c04de302ca70134f9b3b92
8,9,0,30b7051a71c04de302ca70134f9b3b92
1,8,1,30b7051a71c04de302ca70134f9b3b92
14,18,0,30b7051a71c04de302ca70134f9b3b92
1,14,1,30b7051a71c04de302ca70134f9b3b92
3,17,0,5c856391c9043cb3fcfe5fd5211746d6
4,19,0,5c856391c9043cb3fcfe5fd5211746d6
13,16,1,5c856391c9043cb3fcfe5fd5211746d6
1,13,0,5c856391c9043cb3fcfe5fd5211746d6
15,17,1,5c856391c9043cb3fcfe5fd5211746d6
4,14,0,5c856391c9043cb3fcfe5fd5211746d6
0,9,1,5c856391c9043cb3fcfe5fd5211746d6
11,12,0,5c856391c9043cb3fcfe5fd5211746d6
5,8,0,5c856391c9043cb3fcfe5fd5211746d6
6,9,0,5c856391c9043cb3fcfe5fd5211746d6
7,8,0,5c856391c9043cb3fcfe5fd5211746d6
