2,3,0,ed3a85e9bde09ca42fb6e212c579694d
1,4,0,ed3a85e9bde09ca42fb6e212c579694d
3,8,1,ed3a85e9bde09ca42fb6e212c579694d
0,1,0,ed3a85e9bde09ca42fb6e212c579694d
1,4,0,ed3a85e9bde09ca42fb6e212c579694d
7,8,1,ed3a85e9bde09ca42fb6e212c579694d
0,4,0,ed3a85e9bde09ca42fb6e212c579694d
1,8,1,ed3a85e9bde09ca42fb6e212c579694d
0,6,0,ed3a85e9bde09ca42fb6e212c579694d
2,6,0,ed3a85e9bde09ca42fb6e212c579694d
5,7,0,ed3a85e9bde09ca42fb6e212c579694d
1,9,1,ed3a85e9bde09ca42fb6e212c579694d
2,6,0,ed3a85e9bde09ca42fb6e212c579694d
8,9,1,ed3a85e9bde09ca42fb6e212c579694d
1,4,0,ed3a85e9bde09ca42fb6e212c579694d
4,7,1,9190182c9e71676154a2ea776c46fe27
1,9,1,9190182c9e71676154a2ea776c46fe27
0,4,0,9190182c9e71676154a2ea776c46fe27
8,9,1,9190182c9e71676154a2ea776c46fe27
4,8,1,9190182c9e71676154a2ea776c46fe27
0,8,0,9190182c9e71676154a2ea776c46fe27
3,4,0,9190182c9e71676154a2ea776c46fe27
0,8,0,9190182c9e71676154a2ea776c46fe27
1,2,0,9190182c9e71676154a2ea776c46fe27
2,9,1,9190182c9e71676154a2ea776c46fe27
1,8,1,9190182c9e71676154a2ea776c46fe27
0,8,0,9190182c9e71676154a2ea776c46fe27
6,7,0,9190182c9e71676154a2ea776c46fe27
0,1,0,9190182c9e71676154a2ea776c46fe27
4,5,1,9190182c9e71676154a2ea776c46fe27
5,8,0,9190182c9e71676154a2ea776c46fe27
0,4,0,9190182c9e71676154a2ea776c46fe27
3,5,0,9190182c9e71676154a2ea776c46fe27
1,3,1,9190182c9e71676154a2ea776c46fe27
5,7,0,9190182c9e71676154a2ea776c46fe27
1,4,0,9190182c9e71676154a2ea776c46fe27
7,8,0,9190182c9e71676154a2ea776c46fe27
0,3,1,9190182c9e71676154a2ea776c46fe27
1,7,1,9190182c9e71676154a2ea776c46fe27
4,9,1,9190182c9e71676154a2ea776c46fe27
3,8,0,9190182c9e71676154a2ea776c46fe27
0,9,1,e0d4d7f686b1e67fe2b5e016556fdb45
5,8,1,e0d4d7f686b1e67fe2b5e016556fdb45
6,8,0,e0d4d7f686b1e67fe2b5e016556fdb45
0,6,1,e0d4d7f686b1e67fe2b5e016556fdb45
1,7,0,e0d4d7f686b1e67fe2b5e016556fdb45
0,2,1,e0d4d7f686b1e67fe2b5e016556fdb45
6,7,0,e0d4d7f686b1e67fe2b5e016556fdb45
6,8,0,e0d4d7f686b1e67fe2b5e016556fdb45
2,9,1,e0d4d7f686b1e67fe2b5e016556fdb45
0,5,1,93186e5da0042fe6922cb881ecbc2951
2,5,0,93186e5da0042fe6922cb881ecbc2951
5,7,0,93186e5da0042fe6922cb881ecbc2951
4,7,0,93186e5da0042fe6922cb881ecbc2951
3,9,0,93186e5da0042fe6922cb881ecbc2951
0,8,1,93186e5da0042fe6922cb881ecbc2951
4,9,1,93186e5da0042fe6922cb881ecbc2951
2,4,0,93186e5da0042fe6922cb881ecbc2951
0,9,0,93186e5da0042fe6922cb881ecbc2951
3,5,1,93186e5da0042fe6922cb881ecbc2951
5,8,1,93186e5da0042fe6922cb881ecbc2951
6,9,0,93186e5da0042fe6922cb881ecbc2951
2,6,0,93186e5da0042fe6922cb881ecbc2951
1,4,1,93186e5da0042fe6922cb881ecbc2951
0,3,1,93186e5da0042fe6922cb881ecbc2951
8,9,0,93186e5da0042fe6922cb881ecbc2951
1,3,1,93186e5da0042fe6922cb881ecbc2951
5,6,1,93186e5da0042fe6922cb881ecbc2951
1,9,1,ea1d4197cfea31e6b261924ba95ce840
2,3,0,ea1d4197cfea31e6b261924ba95ce840
2,5,0,ea1d4197cfea31e6b261924ba95ce840
2,4,0,ea1d4197cfea31e6b261924ba95ce840
1,4,1,ea1d4197cfea31e6b261924ba95ce840
0,1,0,ea1d4197cfea31e6b261924ba95ce840
2,6,0,ea1d4197cfea31e6b261924ba95ce840
1,6,1,ea1d4197cfea31e6b261924ba95ce840
4,8,0,ea1d4197cfea31e6b261924ba95ce840
0,6,1,ea1d4197cfea31e6b261924ba95ce840
5,6,0,ea1d4197cfea31e6b261924ba95ce840
0,8,0,ea1d4197cfea31e6b261924ba95ce840
3,8,0,ea1d4197cfea31e6b261924ba95ce840
4,6,0,ea1d4197cfea31e6b261924ba95ce840
1,5,1,ea1d4197cfea31e6b261924ba95ce840
0,6,1,ea1d4197cfea31e6b261924ba95ce840
7,8,0,ea1d4197cfea31e6b261924ba95ce840
0,8,0,ea1d4197cfea31e6b261924ba95ce840
2,5,0,ea1d4197cfea31e6b261924ba95ce840
5,7,0,ea1d4197cfea31e6b261924ba95ce840
3,6,1,ea1d4197cfea31e6b261924ba95ce840
2,4,1,ea1d4197cfea31e6b261924ba95ce840
3,7,0,ea1d4197cfea31e6b261924ba95ce840
2,9,0,ea1d4197cfea31e6b261924ba95ce840
7,8,0,ea1d4197cfea31e6b261924ba95ce840
2,5,1,f6ffd8b3737286659cb5b91a5cf3fe55
2,7,0,c6f8d6a50d6ede2cf99bf4f75e34256d
1,2,0,c6f8d6a50d6ede2cf99bf4f75e34256d
6,8,0,c6f8d6a50d6ede2cf99bf4f75e34256d
2,6,0,c6f8d6a50d6ede2cf99bf4f75e34256d
0,5,0,c6f8d6a50d6ede2cf99bf4f75e34256d
1,2,1,c6f8d6a50d6ede2cf99bf4f75e34256d
7,8,1,c6f8d6a50d6ede2cf99bf4f75e34256d
0,4,0,c6f8d6a50d6ede2cf99bf4f75e34256d
8,9,0,c6f8d6a50d6ede2cf99bf4f75e34256d
2,6,1,c6f8d6a50d6ede2cf99bf4f75e34256d
2,6,1,c6f8d6a50d6ede2cf99bf4f75e34256d
1,9,1,c6f8d6a50d6ede2cf99bf4f75e34256d
0,4,0,ad58d8685ab7627af0d5ca4f6d384fee
0,9,0,ad58d8685ab7627af0d5ca4f6d384fee
7,9,0,ad58d8685ab7627af0d5ca4f6d384fee
1,7,1,ad58d8685ab7627af0d5ca4f6d384fee
2,5,1,ad58d8685ab7627af0d5ca4f6d384fee
1,4,0,ad58d8685ab7627af0d5ca4f6d384fee
1,3,0,ad58d8685ab7627af0d5ca4f6d384fee
5,7,1,ad58d8685ab7627af0d5ca4f6d384fee
7,8,0,ad58d8685ab7627af0d5ca4f6d384fee
2,7,1,ad58d8685ab7627af0d5ca4f6d384fee
1,9,0,ad58d8685ab7627af0d5ca4f6d384fee
0,7,0,ad58d8685ab7627af0d5ca4f6d384fee
7,8,0,ad58d8685ab7627af0d5ca4f6d384fee
1,3,1,4ed38eae59d3ce0e0532718b69d80103
0,8,0,4ed38eae59d3ce0e0532718b69d80103
3,9,0,4ed38eae59d3ce0e0532718b69d80103
1,3,1,4ed38eae59d3ce0e0532718b69d80103
0,6,0,4ed38eae59d3ce0e0532718b69d80103
1,4,1,4ed38eae59d3ce0e0532718b69d80103
2,9,1,4ed38eae59d3ce0e0532718b69d80103
0,5,0,4ed38eae59d3ce0e0532718b69d80103
2,8,1,4ed38eae59d3ce0e0532718b69d80103
0,1,0,4ed38eae59d3ce0e0532718b69d80103
5,9,1,2e4a41cab026abc19d396981f5ac8c4c
2,7,0,2e4a41cab026abc19d396981f5ac8c4c
2,3,0,2e4a41cab026abc19d396981f5ac8c4c
3,8,1,2e4a41cab026abc19d396981f5ac8c4c
0,1,1,2e4a41cab026abc19d396981f5ac8c4c
1,7,0,2e4a41cab026abc19d396981f5ac8c4c
4,8,0,2e4a41cab026abc19d396981f5ac8c4c
2,7,0,2e4a41cab026abc19d396981f5ac8c4c
5,7,0,2e4a41cab026abc19d396981f5ac8c4c
4,7,0,2e4a41cab026abc19d396981f5ac8c4c
